0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Switzerland,"20,097","1,827","2,244","1,419","1,742",711,817,"4,334","1,030",893,"1,372","1,353","2,355",2.6
U.K,"144,168","12,896","14,316","11,823","12,380","6,918","7,790","16,692","15,532","8,983","10,112","10,730","15,996",1.4
Others,"18,342","1,822","1,531","1,505","1,602",924,"1,007","1,303","1,507","1,224","1,330","1,415","3,172",2.1
EASTERN EUROPE,"154,153","24,837","22,927","18,657","10,844","5,006","4,309","6,323","6,979","7,058","11,365","15,850","19,998",1.9
Russia,"69,718","10,700","9,723","8,948","4,976","2,308","2,077","2,649","3,246","3,018","5,512","7,282","9,279",1.8
Ukraine,"29,882","6,424",4905,"3,311","1,927",888,701,"1,029","1,109","1,350","2,181","2,654","3,403",2.6
Others,"54,553","7,713","8,299","6,398","3,941","1,810","1,531","2,645","2,624","2,690","3,672","5,914","7,316",1.8
AFRICA,"12,163",875,745,873,"1,083","1,067",812,950,"1,178",810,"1,045",875,"1,850",1.8
South Africa,"4,155",302,259,299,416,260,267,363,282,226,381,240,860,2.5
Others,"8,008",573,486,574,667,807,545,587,896,584,664,635,990,1.5
MIDDLE EAST,"88,991","6,842","4,919","6,629","5,302","5,016","9,895","5,998","18,823","8,289","8,840","4,327","4,111",2.5
EAST ASIA,"280,511","25,823","25,065","21,751","18,416","17,812","22,000","25,810","27,021","23,516","22,656","21,398","29,243",1.3
China (P.R.),"128,166","10,779","10,319","7,700","8,005","7,082","8,345","15,178","14,274","13,312","11,894","10,878","10,400",1.4
Indonesia,"29,558","4,729","4,654","3,223","2,680","2,204","2,674","1,063",743,863,968,573,"5,184",2.1
Japan,"39,136","2,859","3,350","3,800","2,368","2,281","2,666","3,203","5,233","3,943","2,874","2,518","4,041",1.6
Malaysia,"23,178","2,059","1,756","2,301","1,322","1,735","2,807","1,684","1,542","1,509","1,822","2,018","2,623",1.5
Philippines,"11,160",809,708,951,882,"1,113","1,220",983,949,796,867,889,993,1.3
Singapore,"15,762","1,191",946,"1,151","1,075","1,072","1,609","1,023","1,126","1,019","1,241","1,638","2,671",2.0
Thailand,"9,260",668,"1,019",771,766,851,703,590,906,441,926,764,855,1.3
Taiwan (P. C.),"5,193",554,763,414,217,235,625,512,447,278,372,310,466,1.8
Korea (South),"13,412","1,807","1,263","1,033",761,720,889,"1,247","1,109",770,"1,221","1,267","1,325",1.6
Others,"5,686",368,287,407,340,519,462,327,692,585,471,543,685,1.5
SOUTH ASIA,"370,299","28,392","25,979","29,907","27,954","33,141","30,950","26,681","26,792","28,561","35,718","31,135","45,089",1.5
India,"242,734","17,886","17,534","18,734","17,192","22,981","19,911","19,277","17,912","19,244","26,148","19,762","26,153",1.3
Maldives,"86,359","7,024","5,549","7,419","6,860","6,039","7,528","4,892","5,891","6,276","6,460","8,329","14,092",2.0
Pakistan,"25,424","2,351","1,766","2,500","2,764","2,813","2,213","1,227","1,699","1,772","1,725","1,819","2,775",1.3
Others,"15,782","1,131","1,130","1,254","1,138","1,308","1,298","1,285","1,290","1,269","1,385","1,225","2,069",1.6
AUSTRALASIA,"65,252","6,210","3,746","4,015","5,868","3,309","4,922","5,850","5,063","4,910","4,312","4,954","12,093",2.2
Australia,"57,940","5,535","3,368","3,564","5,232","2,840","4,430","5,124","4,371","4,421","3,794","4,423","10,838",2.2
New Zealand,"6,880",659,352,423,622,427,473,657,656,474,487,497,"1,153",2.0
Others,432,16,26,28,14,42,19,69,36,15,31,34,102,2.8
Total,,"1,527,153 146,575","141,878 133,048",,"112,631","90,046","103,175","133,971","140,319 105,535",,"121,576","119,727 178,672",,1.4
