0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
MIDDLE EAST,"80,509","6,235","4,212","5,580","4,248","3,721","11,245","3,870","16,232","6,119","8,783","4,834","5,430",2.4
Saudi Arabia,"23,753","2,274",652,"1,346",893,"1,141","5,253",800,"5,850","1,199","2,642",897,806,3.0
UAE,"8,471",252,170,425,633,265,"1,074",234,"2,617",441,"1,080",458,822,3.7
Isreal,"8,545",756,899,"1,084",338,221,226,776,"1,107","1,618",301,559,660,2.3
Kuwait,"7,427",613,818,427,430,315,541,257,"1,657",705,"1,076",274,314,2.7
Oman,"7,634",444,347,336,354,434,"2,259",272,"1,308",501,515,488,376,3.6
Others,"24,679","1,896","1,326","1,962","1,600","1,345","1,892","1,531","3,693","1,655","3,169","2,158","2,452",1.8
EAST ASIA,"183,097","13,200","19,099","15,162","11,409","12,798","15,390","15,294","19,009","14,904","14,672","14,502","17,658",1.3
China (P.R.),"54,288","3,328","6,296","3,018","2,959","2,715","3,707","5,576","5,951","5,804","5,388","4,828","4,718",1.4
Indonesia,"17,295","1,153","2,486","2,989","1,245","1,179","2,348","1,582",978,792,580,631,"1,332",2.1
Japan,"31,505","1,872","3,142","2,472","1,963","1,488","1,866","2,226","4,893","3,408","2,539","2,213","3,423",1.9
Malaysia,"19,181","1,258","2,418","1,516",965,"1,732","2,169","1,062","1,520","1,233","1,248","1,875","2,185",1.5
Philippines,"14,616","1,613","1,098",967,"1,389","2,191","1,805","1,183",907,814,948,876,825,1.8
Singapore,"15,546",997,"1,269","1,166",909,"1,067","1,644","1,114","1,511","1,058",975,"1,357","2,479",1.9
Thailand,"9,608",742,845,876,687,"1,131",597,717,"1,200",552,738,612,911,1.5
Korea (South),"12,207","1,429",576,"1,349",814,705,745,"1,149","1,202",699,"1,161","1,224","1,154",1.4
Others,"8,851",808,969,809,478,590,509,685,847,544,"1,095",886,631,1.5
SOUTH ASIA,"326,556","24,774","21,137","25,799","21,837","28,192","27,317","20,863","27,282","26,037","32,279","31,233","39,806",1.5
India,"208,795","16,938","14,429","15,281","12,657","17,834","15,297","14,783","18,999","18,389","21,833","19,796","22,559",1.3
Maldives,"79,474","5,185","4,569","7,304","6,227","7,487","8,800","3,138","4,529","4,462","6,486","7,674","13,613",2.1
Pakistan,"25,336","1,709","1,330","2,134","2,025","1,919","2,393","2,062","2,259","2,154","2,574","2,489","2,288",1.2
Bangladesh,"10,037",700,658,856,734,732,612,692,"1,155",793,"1,075",991,"1,039",1.4
Others,"2,914",242,151,224,194,220,215,188,340,239,311,283,307,1.4
AUSTRALASIA,"60,836","5,397","3,325","4,681","4,211","2,981","4,530","5,375","4,975","5,028","3,761","4,656","11,916",2.4
Australia,"54,252","4,860","3,029","4,209","3,731","2,665","4,064","4,724","4,454","4,404","3,312","4,012","10,788",2.4
New Zealand,"6,174",525,289,448,470,310,456,610,494,565,373,542,"1,092",2.1
Others,410,12,7,24,10,6,10,41,27,59,76,102,36,3.0
Total,"1,274,593","110,543","113,968","113,208","80,737","74,838","90,279","107,016 123,269",,,"90,339 107,058 109,420",,"153,918",1.5
